title,keywords
Innovative approach to designing user-centred digital solutions for plastic surgery patients with non-melanoma skin cancer,"digital solutions, plastic surgery, non-melanoma, user-centred"
Graphene-Printed Sheet Textiles for AI-Driven Infant Sleep Position Recognition with a Resistance Tomography-Inspired Approach,"Graphene, Textiles, Infant Sleep, Tomography"
Piezoresistive graphene-based inks for strain and pressure sensing through electrical resistance tomography-inspired methodologies and artificial intelligent-assisted patterns …,"piezoresistive, graphene, sensing, intelligent patterns"
Screen-Printed Graphene-Ink on a Fitted Sheet for Pressure Sensing and Sleeping Posture Recognition by Machine Learning Techniques,"Graphene-Ink, Pressure Sensing, Sleeping Posture, Machine Learning"
"Participatory approach, dissemination, and implementation of research on aging: the Age-It experience","participatory approach, dissemination, implementation, aging"
A rapid classification of cross-contaminations in aviation oil using impedance-driven supervised machine learning,"cross-contaminations, aviation oil, impedance, machine learning"
"Low temperature sputtering deposition of Al1− xScxN thin films: Physical, chemical, and piezoelectric properties evolution by tuning the nitrogen flux in (Ar+ N2) reactive …","sputtering, AlScN, thin films, piezoelectric properties"
Anodic Stripping Voltammetric Determination of Copper Ions in Cell Culture Media: From Transwell® to Organ-on-Chip Systems,"copper ions, voltammetry, cell culture, organ-on-chip"
A 18-ms measurement-time mls-based system for moisture assessment in lubricant oil,"moisture assessment, lubricant oil, measurement time, MLS-based system"
Electrosense: a low-cost wearable potentiostat for real-time monitoring of glucose level,"Electrosense, wearable, potentiostat, glucose monitoring"
A Combined Measurement System for Fast Classification of Water Contamination in Lubricant Oil,"water contamination, lubricant oil, measurement system, classification"
TEER and ion selective transwell-integrated sensors system for Caco-2 cell model,"TEER, ion selective, transwell-integrated, Caco-2"
"Nanoelectrodes for intracellular and intercellular electrochemical detection: Working principles, fabrication techniques and applications","nanoelettrodi, rilevamento elettrochimico, tecniche di fabbricazione, applicazioni"
A comparison between different machine learning approaches combined with anodic stripping voltammetry for copper ions and pH detection in cell culture media,"machine learning, anodic stripping voltammetry, copper ions, pH detection"
Advances in Trans-Epithelial Electrical Resistance (TEER) monitoring integration in an Intestinal Barrier-on-Chip (IBoC) platform with microbubbles-tolerant analytical method,"TEER, Intestinal Barrier, Chip, microbubbles"
Sub-second response algorithm for wearable glucose sensors: normalized slope-based calibration and microvolumes differential compensation measurements,"glucose sensors, calibration, differential compensation, algorithm"
Preliminary Study on Wearable Smart Socks with Hydrogel Electrodes for Surface Electromyography-Based Muscle Activity Assessment,"wearable socks, hydrogel electrodes, surface electromyography, muscle activity"
Non-invasive real-time investigation of colorectal cells tight junctions by Raman microspectroscopy analysis combined with machine learning algorithms for organ-on-chip …,"colorectal cells, tight junctions, Raman microspectroscopy, machine learning"
Label-free electrochemical biosensor for direct detection of Oncostatin M (OSM) inflammatory bowel diseases (IBD) biomarker in human serum,"biosensor, Oncostatin M, inflammatory bowel diseases, human serum"
A wireless potentiostat exploiting PWM-DAC for interfacing of wearable electrochemical biosensors in non-invasive monitoring of glucose level,"wireless potentiostat, PWM-DAC, biosensors, glucose monitoring"
Advancing quadruple helix theory for health systems innovation: evidence from Ageing@ Coimbra,"quadruple helix, health systems, innovation, ageing"
Axillary management in the post-neoadjuvant setting: dual tracer vs. single tracer for sentinel lymph node biopsy,"gestione ascellare, biopsia linfonodale, tracciante duale, tracciante singolo"
Local management of second breast cancer event after primary breast conserving therapy: The patient’s perspective,"gestione locale, cancro al seno, terapia conservativa, prospettiva del paziente"
Ultrasound (US)-assisted periareolar oncoplastic approach in breast surgery: a focus on surgical technique,"ultrasound, periareolar, oncoplastic, breast surgery"
Enhancing Breast Reconstruction with Bovine Pericardium: A Preliminary STEP (Surgical Techniques and Efficacy in Pericardium Use) Towards Improved Outcomes,"Breast Reconstruction, Bovine Pericardium, Surgical Techniques, Improved Outcomes"
Lost axillary markers after neoadjuvant chemotherapy in breast cancer patients-data from the prospective international AXSANA (EUBREAST 3) cohort study (NCT04373655),"marker ascellari, chemioterapia neoadiuvante, cancro al seno, coorte AXSANA"
The LyBra score: A risk assessment tool to address targeted prevention against breast cancer–Related lymphedema,"LyBra score, risk assessment, breast cancer, lymphedema"
Abstract PS18-05: Clinical Management and Oncological Outcomes of Pure Pleomorphic and Florid Lobular Carcinoma in Situ of the Breast: Results from the MultiLCIS Study,"carcinoma lobulare, gestione clinica, risultati oncologici, studio MultiLCIS"
Three Pedicle–Based Nipple-Sparing Skin-Reducing Mastectomy Combined with Prepectoral Implant-Based Breast Reconstruction: Correction,"mastectomia, ricostruzione mammaria, impianto prepectorale, nipple-sparing"
A beneficial impact of pre-operative MRI in the surgical management of HER2-positive breast cancer,"MRI, surgical management, HER2-positive, breast cancer"
Constricted lower pole breast correction with high-cohesivity silicone gel anatomical implant: results from a 13-year single-surgeon experience,"correzione mammaria, impianto anatomico, silicone coesivo, esperienza chirurgica"
Dietary interventions for breast cancer prevention: Exploring the role of nutrition in primary and tertiary prevention strategies,"interventi dietetici, prevenzione cancro, nutrizione, strategia"
P316: Clinical Management and Oncological Outcomes of Pure Pleomorphic and Florid Lobular Carcinoma in Situ of the Breast: Results fromthe MultiLCIS/OPBC International …,"Carcinoma lobulare, gestione clinica, risultati oncologici, carcinoma pleomorfico"
Nerve autofluorescence to enhance nerve visualization during axillary lymph node dissection in three breast cancer patients: Case series,"autofluorescenza, nervi, visualizzazione, linfonodi"
Internal mammary artery perforator-based plug flap,"mammary artery, perforator, plug flap"
"Tailor-Made Mastopexy Plus Implant, A Safe Journey Toward Breast Reshaping and Augmentation","mastopexy, implant, breast reshaping, augmentation"
Anthropometric estimates can predict satisfaction with breast in a population of asymptomatic women,"anthropometric estimates, satisfaction, breast, asymptomatic women"
Three pedicle–based nipple-sparing skin-reducing mastectomy combined with prepectoral implant-based breast reconstruction,"mastectomy, nipple-sparing, breast reconstruction, prepectoral implant"
Evolution of Aesthetic Breast Surgery,"Aesthetic, Breast, Surgery, Evolution"
New perspectives in breast reconstruction,"breast reconstruction, new perspectives"
Omission of axillary dissection following nodal downstaging with neoadjuvant chemotherapy,"axillary dissection, nodal downstaging, neoadjuvant chemotherapy"
Are nodal ITCs after neoadjuvant chemotherapy an indication for axillary dissection? The OPBC05/EUBREAST-14R/ICARO study,"nodal ITCs, neoadjuvant chemotherapy, axillary dissection, OPBC05/EUBREAST-14R"
The multicenter experience in the multidisciplinary Italian breast units: a review and update,"breast units, multidisciplinary, Italian, review"
The Social Area of the Breast: An Evolution Through Cultures and Centuries,"Social Area, Breast, Cultures, Evolution"
Thoraco-dorsal artery perforator flap for totally autologous primary breast reconstruction. Assessment of feasibility with standard reporting scales,"arteria toraco-dorsale, flap perforatore, ricostruzione mammaria, fattibilità"
Outcomes of different quality of life assessment modalities after breast cancer therapy: a network meta-analysis,"quality of life, breast cancer, meta-analysis, assessment modalities"
Should Acellular dermal matrices be used for Implant-based breast Reconstruction after Mastectomy? Clinical recommendation based on the GRADE Approach,"Acellular dermal matrices, breast reconstruction, mastectomy, clinical recommendation"
Breast-conserving surgery or mastectomy?: impact on survival,"chirurgia conservativa, mastectomia, sopravvivenza, impatto"
Global variations in the definition and management of multifocal and multicentric breast cancer: the MINIM international survey,"breast cancer, multifocal, multicentric, management"
Text mining and word embedding for classification of decision making variables in breast cancer surgery,"text mining, word embedding, breast cancer, decision making"
